"thumbnail_s3_url","desc_style"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/wooseunghada/DBu5uOuyjA8.jpg,"[""#가디건코디"", ""#가디건룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/wooseunghada/DDcFIh9yQZk.jpg,"[""#겨울코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/wooseunghada/DD8YBjHykh9.jpg,"[""#연말룩"", ""#후드코디"", ""#크리스마스룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/wooseunghada/DFDA66dpOo_.jpg,"[""#캠퍼스룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DFnPJCHvlOs.jpg,"[""#헤어스타일링"", ""#여자헤어스타일""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DFsAZjjPOMl.jpg,"[""#데일리룩"", ""#여자헤어스타일링""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DEeDgHhvjnH.jpg,"[""#데일리룩"", ""#패딩코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DDHjEM4PfK5.jpg,"[""#데일리룩"", ""#셔츠코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DDGnsN3P494.jpg,"[""#데일리룩"", ""#니트코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DE4qTdrv7fD.jpg,"[""#데일리룩"", ""#니트코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DDwiT36P1rm.jpg,"[""#데일리룩"", ""#체크셔츠코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DDtf7qtPd2k.jpg,"[""#데일리룩"", ""#가디건코디"", ""#가디건코디룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DFKu5DrPPLC.jpg,"[""#데일리룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DFJu-Kqv153.jpg,"[""#데일리룩"", ""#가디건코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DDyk6C6vg9I.jpg,"[""#데일리룩"", ""#가디건코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DDgAAU-Jvp0.jpg,"[""#데이트룩"", ""#데일리룩"", ""#연말룩"", ""#앙고라니트코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/withthreekitties/DBNxkkdpFWR.jpg,"[""#데일리룩"", ""#daily"", ""#ootd""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DDW_jebvLyW.jpg,"[""#데일리룩"", ""#맨투맨코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DFWVbrSzo-p.jpg,"[""#데일리룩"", ""#셔츠코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DEv8fi9v4rA.jpg,"[""#데일리룩"", ""#후드코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DDlPZnlP_xz.jpg,"[""#데일리룩"", ""#슬랙스코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DDmahBuvXTC.jpg,"[""#데일리룩"", ""#맨투맨코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DDV2ys6vPXy.jpg,"[""#데일리룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DDitZZtPxxt.jpg,"[""#데이트룩"", ""#데일리룩"", ""#연말룩"", ""#앙고라니트코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DFFEtk2vM9i.jpg,"[""#데일리룩"", ""#헤어스타일링"", ""#헤어스타일"", ""#집게핀스타일링"", ""#여자헤어스타일""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DF82GFPTNAP.jpg,"[""#데일리룩"", ""#슬랙스코디"", ""#셔츠코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DEEkrPSPePs.jpg,"[""#데일리룩"", ""#오피스룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DFbfCDuTT92.jpg,"[""#데일리룩"", ""#맨투맨코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DD6RI6tvsis.jpg,"[""#데일리룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DD_VAkxv1G9.jpg,"[""#컨버스코디"", ""#데일리룩"", ""#크롭니트코디"", ""#니트코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DErngOWvq8-.jpg,"[""#데일리룩"", ""#가디건코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/frommoi/C_j1i20PnIU.jpg,"[""#가을코디"", ""#ootd""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/frommoi/DC_6HO3PKbS.jpg,"[""#드뮤어룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/hisoodi/DBWPqjlSCKO.jpg,"[""#데일리룩"", ""#ootdfashion"", ""#ootd""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/hisoodi/DBV5ZewS6r3.jpg,"[""#ootd"", ""#간절기코디"", ""#가을코디"", ""#데일리룩"", ""#데일리코디"", ""#ootdfashion"", ""#dailylook"", ""#fashionista"", ""#겨울코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/hisoodi/DBV23lyyx8r.jpg,"[""#데이트룩"", ""#데일리룩"", ""#패션계정맞팔"", ""#패션계정"", ""#나들이룩"", ""#피크닉룩"", ""#ootdfashion"", ""#주말룩"", ""#일상룩"", ""#패션계정소통"", ""#ootd""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/hisoodi/DCG7z9dyfBz.jpg,"[""#겨울코디"", ""#니트코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/hisoodi/DCJmmYYSCdt.jpg,"[""#잇존데일리"", ""#itzon_daily""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/hisoodi/DCCPXW3yhST.jpg,"[""#데일리백""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/hisoodi/DCeW4_rSpqg.jpg,"[""#데일리룩"", ""#연말룩"", ""#ootdfashion"", ""#오늘의코디"", ""#dailylook"", ""#겨울코디"", ""#ootd""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/urbane_me/DBtVsBYTH97.jpg,"[""#뷔스티에코디"", ""#겨울코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/bline_blin/DEEi2y4zFW8.jpg,"[""#무스탕코디"", ""#직장인코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/urbane_me/DAYa8wrSEc-.jpg,"[""#가을코디"", ""#출근룩"", ""#자켓코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/black_jinny/C_t8sVeh1pL.jpg,"[""#트렌치코트코디"", ""#하객룩코디"", ""#직장인코디"", ""#간절기코디"", ""#여자데일리룩"", ""#데이트룩코디"", ""#데이트룩"", ""#가을룩북"", ""#하객룩"", ""#여친룩"", ""#직장인룩"", ""#출근룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/x0x_gang/DCd9XzPJ0VM.jpg,"[""#겨울데일룩"", ""#어그스타일링"", ""#스타일링팁"", ""#츄바스코디에고"", ""#부츠코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/black_jinny/C_kRZfZvQJt.jpg,"[""#가을코디"", ""#데이트룩"", ""#가을룩북"", ""#하객룩"", ""#꾸안꾸코디"", ""#청바지코디"", ""#출근룩"", ""#가을여친룩"", ""#소개팅룩"", ""#데이트룩맛집"", ""#하객룩코디"", ""#ootd""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/urbane_me/C_dR8lDyvGo.jpg,"[""#가을코디"", ""#데이트룩"", ""#스커트코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/urbane_me/DDo7SQqS8aB.jpg,"[""#겨울코디"", ""#니트코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/urbane_me/DDuKn7oSuYF.jpg,"[""#캠핑룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/urbane_me/DDt6PA4yt_d.jpg,"[""#여행룩"", ""#캠핑룩"", ""#겨울코디"", ""#공항룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/urbane_me/DAVyqc-SSnu.jpg,"[""#가을코디"", ""#가디건코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DBaGkiAynhG.jpg,"[""#데일리룩"", ""#가디건코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DB_ZpgwPPuF.jpg,"[""#데일리룩"", ""#헤어스타일링"", ""#여자헤어스타일""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DCZBvYgP23k.jpg,"[""#치마코디"", ""#데일리룩"", ""#하객룩"", ""#결혼식룩"", ""#스커트코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DCGYa9FpjpV.jpg,"[""#데일리룩"", ""#셔츠코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DBTn9XoTtCN.jpg,"[""#데일리룩"", ""#슬랙스코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/yul_ove_me/DC_uCgbyoS5.jpg,"[""#ootd""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DC_I8raPb1t.jpg,"[""#데일리룩"", ""#가디건코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DC1LsZOvbs6.jpg,"[""#데일리룩"", ""#맨투맨코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DBvp5OcvZjr.jpg,"[""#롱코트코디"", ""#데일리룩"", ""#코트코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DA7CdtEzouL.jpg,"[""#데일리룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DBDLEyyTJZI.jpg,"[""#데일리룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DCL2_BpPWuM.jpg,"[""#모자코디"", ""#데일리룩"", ""#볼캡코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DBOPX8WzzG3.jpg,"[""#데일리룩"", ""#투피스코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DAz1n8wTOXn.jpg,"[""#데일리룩"", ""#카라니트코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DA0ePB8zTaF.jpg,"[""#데일리룩"", ""#데님팬츠코디"", ""#청바지코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DBf-7MdPEJ6.jpg,"[""#데일리룩"", ""#셋업코디"", ""#투피스코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DBgbRcUvDUs.jpg,"[""#데일리룩"", ""#가디건코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DCRYPJkP9wi.jpg,"[""#데일리룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DAYCLQsvH2V.jpg,"[""#데일리룩"", ""#크롭티코디"", ""#올블랙패션""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DASm4ekPCPU.jpg,"[""#데일리룩"", ""#롱셔츠코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DAXxjzOJYiz.jpg,"[""#데일리룩"", ""#가디건코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DAaLadwSPym.jpg,"[""#데일리룩"", ""#크롭티코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DBlYFyfPJ_Z.jpg,"[""#데일리룩"", ""#데일리""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DAr1YLSTW0p.jpg,"[""#데일리룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DCpofZyT_PI.jpg,"[""#데일리룩"", ""#니트코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DCopA66PqWT.jpg,"[""#데일리룩"", ""#니트코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/__sanstitre/DBcy0JQvTN7.jpg,"[""#데일리룩추천"", ""#세인트제임스코디"", ""#가을코디추천"", ""#가을코디룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/flow_yumi/DAfmX5EJ5DM.jpg,"[""#데일리코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/flow_yumi/DA-PuY7pwTm.jpg,"[""#레이스코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/flow_yumi/DBwAerZJpyt.jpg,"[""#블라우스코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/flow_yumi/DBxJcwBTybO.jpg,"[""#겨울코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/flow_yumi/DB3o7LlpXmU.jpg,"[""#페미닌룩"", ""#주말룩"", ""#자켓코디"", ""#스타일"", ""#연말코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/flow_yumi/DBt1fMET9QC.jpg,"[""#겨울코디"", ""#파리룩"", ""#밤마실룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/flow_yumi/DCGUy0DPA5q.jpg,"[""#신상코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/flow_yumi/DAQtJjVPc6D.jpg,"[""#패션코디"", ""#패션"", ""#스타일"", ""#신상코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/flow_yumi/DAianFiPrBK.jpg,"[""#출근룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DAIKmUsJKkI.jpg,"[""#데일리룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/C_r5Jdwp8XY.jpg,"[""#데일리룩"", ""#니트베스트코디"", ""#니트조끼코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/C_qFgssP1Zi.jpg,"[""#데일리룩"", ""#가디건코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/C_z7_BxJx_w.jpg,"[""#데일리룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/C_fgklVPCvV.jpg,"[""#데일리룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/lia.c.u.t.e/DALUElXyRUP.jpg,"[""#daily""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/lia.c.u.t.e/DAsHG-UyJOc.jpg,"[""#daily""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/raon_happiness/DEkMGv4va9f.jpg,"[""#데일리룩"", ""#fashion"", ""#dailylook"", ""#패션"", ""#겨울코디"", ""#겨울패션"", ""#ootd"", ""#코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/lia.c.u.t.e/DALRiJHy6dA.jpg,"[""#daily""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/lia.c.u.t.e/DAnBBTwSp2j.jpg,"[""#daily""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/se__rani/DEWxjply2BV.jpg,"[""#겨울패션""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/lia.c.u.t.e/C__zvVBTdj-.jpg,"[""#daily""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DB--hgdPgCO.jpg,"[""#데일리룩"", ""#크롭니트코디"", ""#니트코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/lia.c.u.t.e/C_srsC9Sdud.jpg,"[""#daily""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/i_ioooo/DGAZ3VOB9DQ.jpg,"[""#반팔티코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/jennysecret__/DFZUgYevcY8.jpg,"[""#lookbook"", ""#오오티디"", ""#여자코디"", ""#ootd""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/lia.c.u.t.e/C_-xzGtyayE.jpg,"[""#daily""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/lia.c.u.t.e/DABFmw4yzxR.jpg,"[""#daily""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/lia.c.u.t.e/DAC_8BmSNOP.jpg,"[""#daily""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/raon_happiness/DBdt0EMvwH9.jpg,"[""#라이프스타일"", ""#lifestyle""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/seo.sia/DGkbcyApU4E.jpg,"[""#라운딩룩"", ""#골프웨어코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/jay_jai_e/DExBbo3yakG.jpg,"[""#겨울코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/raon_happiness/DEo8mP6v7d4.jpg,"[""#ootd"", ""#코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/raon_happiness/DCtN0rFPrax.jpg,"[""#dailylook"", ""#dailymakeup"", ""#ootd""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/i_ioooo/DEjCM2oBflD.jpg,"[""#니트코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/jennysecret__/DEbnrGGvkZ5.jpg,"[""#lookbook"", ""#오오티디"", ""#여자코디"", ""#ootd""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/raon_happiness/DAm8qm9vB2g.jpg,"[""#fashion"", ""#daliylook"", ""#ootd""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/i_ioooo/DEhoM9zBzYQ.jpg,"[""#가디건코디"", ""#셔츠코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/hisoodi/DAYwc3PySo1.jpg,"[""#가을코디"", ""#데일리룩"", ""#가을룩북"", ""#데일리코디"", ""#패션계정맞팔"", ""#패션계정"", ""#ootdfashion"", ""#dailylook"", ""#오오티디"", ""#fashionista"", ""#ootd""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/se__rani/DC6XNXBSQ2q.jpg,"[""#데일리룩"", ""#편안한스타일"", ""#겨울패션""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/se__rani/DC5OQJ0zjLx.jpg,"[""#러블리룩"", ""#겨울패션""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/se__rani/DDnmY5gzQUz.jpg,"[""#시크룩"", ""#겨울패션""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/se__rani/DCRVSYyzhna.jpg,"[""#데일리룩"", ""#겨울코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/se__rani/DDO6Y5RS6EN.jpg,"[""#패션스타그램"", ""#데일리룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/oh_ez/DBtaXT2vZnd.jpg,"[""#데일리룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/se__rani/DD8cC1tSvM3.jpg,"[""#여성스러운스타일"", ""#겨울패션""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/se__rani/DEgrugYSfcA.jpg,"[""#패션스타그램"", ""#데일리룩"", ""#fashion"", ""#dailylook"", ""#패션"", ""#스타일"", ""#ootd"", ""#instafashion"", ""#코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/se__rani/DDdmr-ny0h-.jpg,"[""#연말룩"", ""#여리여리룩"", ""#패션아이템""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/se__rani/DCYZygrJk8R.jpg,"[""#데일리룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/se__rani/DELtohay61i.jpg,"[""#데일리룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/se__rani/DE58d71TxO-.jpg,"[""#데일리룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/rimine__/C_sCHnVyPZo.jpg,"[""#꾸안꾸룩""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/rimine__/DAz98unS2FU.jpg,"[""#퍼자켓코디""]"
https://bpcc-prd-s3-seoul-aim.s3.ap-northeast-2.amazonaws.com/ai_trend/instagram/thumbnail/rimine__/DApgNJLyMPC.jpg,"[""#가을코디"", ""#데일리룩"", ""#델룩""]"
